Station information:,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa,,,,
"Note: Position precision types are: ""W"" = based on whole minutes"," ""T"" = estimated to tenth minute",,,,,,,,,,
G = derived from gridref ," ""E"" = error cases derived from gridref",,,,,,,,,,
H = based on GPS readings (NZGD49)," ""D"" = by definition i.e. grid points.",,,,,,,,,,
,,,,,,,,,,,
Max_min: Hourly,,,,,,,,,,,
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
36645,20230731:0700,2.9,1,2.2,1,-,-,2.5,71,1,H
36645,20230731:0800,3.1,1,2.1,1,-,-,2.6,70,1,H
36645,20230731:0900,5.6,1,2.6,1,-,-,3.6,67,1,H
36645,20230731:1000,11.6,1,5.6,1,-,-,8.5,56,1,H
36645,20230731:1100,15.3,1,11.6,1,-,-,14,44,1,H
36645,20230731:1200,17.4,1,15.3,1,-,-,16,41,1,H
36645,20230731:1300,18,1,15.8,1,-,-,16.8,38,1,H
36645,20230731:1400,16.3,1,15.8,1,-,-,16,37,1,H
36645,20230731:1500,16.6,1,15.7,1,-,-,16.1,36,1,H
36645,20230731:1600,16,1,15.5,1,-,-,15.6,37,1,H
36645,20230731:1700,15.7,1,13,1,-,-,14.1,37,1,H
36645,20230731:1800,13,1,12.1,1,-,-,12.4,38,1,H
36645,20230731:1900,12.2,1,11.7,1,-,-,11.9,42,1,H
36645,20230731:2000,12.1,1,11.4,1,-,-,11.7,43,1,H
36645,20230731:2100,11.8,1,11.1,1,-,-,11.4,43,1,H
36645,20230731:2200,15.2,1,10.7,1,-,-,13,39,1,H
36645,20230731:2300,13.4,1,10.6,1,-,-,11.4,49,1,H
36645,20230801:0000,12.6,1,10.8,1,-,-,11.5,52,1,H
36645,20230801:0100,11.1,1,10.2,1,-,-,10.6,59,1,H
36645,20230801:0200,10.5,1,9.8,1,-,-,10,64,1,H
36645,20230801:0300,10.8,1,10.1,1,-,-,10.4,61,1,H
36645,20230801:0400,11.5,1,10,1,-,-,10.4,53,1,H
36645,20230801:0500,13.1,1,11.5,1,-,-,12.5,23,1,H
36645,20230801:0600,13.6,1,12.4,1,-,-,13.1,21,1,H
36645,20230801:0700,12.4,1,9.4,1,-,-,10.4,32,1,H
36645,20230801:0800,10.3,1,9.4,1,-,-,9.8,31,1,H
36645,20230801:0900,11,1,9.5,1,-,-,9.9,32,1,H
36645,20230801:1000,15.2,1,11,1,-,-,12.8,25,1,H
36645,20230801:1100,15.4,1,14.7,1,-,-,15,21,1,H
36645,20230801:1200,15.2,1,14.1,1,-,-,14.6,24,1,H
36645,20230801:1300,15.3,1,13.4,1,-,-,14.6,28,1,H
36645,20230801:1400,13.6,1,12.1,1,-,-,12.6,38,1,H
36645,20230801:1500,12.4,1,11.1,1,-,-,11.6,47,1,H
36645,20230801:1600,11.2,1,8.7,1,-,-,10.2,60,1,H
36645,20230801:1700,8.9,1,8.1,1,-,-,8.4,78,1,H
36645,20230801:1800,10,1,7.7,1,-,-,9,55,1,H
36645,20230801:1900,7.7,1,7,1,-,-,7.4,54,1,H
36645,20230801:2000,7.6,1,7,1,-,-,7.3,44,1,H
36645,20230801:2100,7.5,1,6.8,1,-,-,7.2,48,1,H
36645,20230801:2200,7.4,1,6.2,1,-,-,6.6,56,1,H
36645,20230801:2300,7.1,1,6.5,1,-,-,6.8,54,1,H
36645,20230802:0000,6.6,1,4.2,1,-,-,5.5,65,1,H
36645,20230802:0100,4.2,1,3.3,1,-,-,3.6,77,1,H
36645,20230802:0200,4.8,1,3.4,1,-,-,4,75,1,H
36645,20230802:0300,4.8,1,4.3,1,-,-,4.4,72,1,H
36645,20230802:0400,5.3,1,3.6,1,-,-,4.3,70,1,H
36645,20230802:0500,7.5,1,5.3,1,-,-,6.6,52,1,H
36645,20230802:0600,6.7,1,5.6,1,-,-,6,58,1,H
36645,20230802:0700,5.7,1,5.2,1,-,-,5.4,62,1,H
36645,20230802:0800,5.4,1,4.2,1,-,-,4.6,65,1,H
36645,20230802:0900,5.2,1,4.1,1,-,-,4.4,62,1,H
36645,20230802:1000,5.6,1,5.2,1,-,-,5.4,50,1,H
36645,20230802:1100,7.1,1,5.4,1,-,-,6.4,45,1,H
36645,20230802:1200,7.5,1,6.9,1,-,-,7.2,42,1,H
36645,20230802:1300,8.1,1,7.5,1,-,-,7.8,39,1,H
36645,20230802:1400,8.1,1,6.9,1,-,-,7.4,39,1,H
36645,20230802:1500,7,1,6.3,1,-,-,6.6,38,1,H
36645,20230802:1600,7,1,5.5,1,-,-,6.1,39,1,H
36645,20230802:1700,5.6,1,4.8,1,-,-,5.2,44,1,H
36645,20230802:1800,4.8,1,3.6,1,-,-,4.3,48,1,H
36645,20230802:1900,3.6,1,2.9,1,-,-,3.2,52,1,H
36645,20230802:2000,3.8,1,3.2,1,-,-,3.4,46,1,H
36645,20230802:2100,3.2,1,1.8,1,-,-,2.5,52,1,H
36645,20230802:2200,3.2,1,2.8,1,-,-,3.1,51,1,H
36645,20230802:2300,3.2,1,2.7,1,-,-,2.9,51,1,H
36645,20230803:0000,3.2,1,2.4,1,-,-,2.6,51,1,H
36645,20230803:0100,2.9,1,1.9,1,-,-,2.5,52,1,H
36645,20230803:0200,3,1,1.9,1,-,-,2.4,53,1,H
36645,20230803:0300,3.2,1,2.8,1,-,-,3,48,1,H
36645,20230803:0400,3.8,1,2.9,1,-,-,3.4,47,1,H
36645,20230803:0500,4.8,1,3.1,1,-,-,4.2,48,1,H
36645,20230803:0600,5.1,1,4.5,1,-,-,4.9,52,1,H
36645,20230803:0700,4.5,1,3.5,1,-,-,3.9,60,1,H
36645,20230803:0800,3.7,1,3.5,1,-,-,3.5,63,1,H
36645,20230803:0900,4.4,1,3.5,1,-,-,3.8,62,1,H
36645,20230803:1000,5.9,1,4.4,1,-,-,5.1,57,1,H
36645,20230803:1100,7.2,1,5.9,1,-,-,6.4,54,1,H
36645,20230803:1200,7.6,1,7.1,1,-,-,7.3,51,1,H
39661,20230810:1900,3.9,1,2.4,1,-,-,3.0,75,1,H
39661,20230810:2000,2.5,1,0.4,1,-,-,1.3,78,1,H
39661,20230810:2100,1.0,1,0.4,1,-,-,0.7,81,1,H
39661,20230810:2200,1.3,1,0.5,1,-,-,1.0,78,1,H
39661,20230810:2300,0.6,1,-0.9,1,-,-,-0.5,82,1,H
39661,20230811:0000,-0.5,1,-1.1,1,-,-,-0.8,84,1,H
39661,20230811:0100,-0.5,1,-1.1,1,-,-,-0.8,83,1,H
39661,20230811:0200,-0.9,1,-1.4,1,-,-,-1.1,83,1,H
39661,20230811:0300,-0.5,1,-1.4,1,-,-,-1.0,83,1,H
39661,20230811:0400,-0.5,1,-1.6,1,-,-,-1.2,82,1,H
39661,20230811:0500,-1.4,1,-1.8,1,-,-,-1.5,83,1,H
39661,20230811:0600,-0.9,1,-1.5,1,-,-,-1.0,83,1,H
39661,20230811:0700,-0.2,1,-0.9,1,-,-,-0.5,82,1,H
39661,20230811:0800,-0.5,1,-0.7,1,-,-,-0.6,83,1,H
39661,20230811:0900,0.4,1,-0.5,1,-,-,-0.1,82,1,H
39661,20230811:1000,3.2,1,0.4,1,-,-,1.3,80,1,H
39661,20230811:1100,6.4,1,3.2,1,-,-,5.2,67,1,H
39661,20230811:1200,7.5,1,6.4,1,-,-,6.8,61,1,H
39661,20230811:1300,8.5,1,7.5,1,-,-,7.9,61,1,H
39661,20230811:1400,8.9,1,8.1,1,-,-,8.4,60,1,H
39661,20230811:1500,8.9,1,8.5,1,-,-,8.6,61,1,H
39661,20230811:1600,8.6,1,8.1,1,-,-,8.2,63,1,H
39661,20230811:1700,8.3,1,5.6,1,-,-,7.4,67,1,H
39661,20230811:1800,5.6,1,3.8,1,-,-,4.5,83,1,H
39661,20230811:1900,3.8,1,3.5,1,-,-,3.6,87,1,H
39661,20230811:2000,3.8,1,2.9,1,-,-,3.4,85,1,H
39661,20230811:2100,2.9,1,0.6,1,-,-,1.6,86,1,H
39661,20230811:2200,1.1,1,0.4,1,-,-,0.8,89,1,H
39661,20230811:2300,1.6,1,0.7,1,-,-,1.0,88,1,H
39661,20230812:0000,1.4,1,-0.1,1,-,-,0.7,89,1,H
39661,20230812:0100,1.5,1,-0.2,1,-,-,0.5,89,1,H
39661,20230812:0200,1.6,1,-0.5,1,-,-,0.5,87,1,H
39661,20230812:0300,0.7,1,0.0,1,-,-,0.4,88,1,H
39661,20230812:0400,0.5,1,-0.8,1,-,-,-0.3,87,1,H
39661,20230812:0500,0.3,1,-0.3,1,-,-,0.0,85,1,H
39661,20230812:0600,1.4,1,0.1,1,-,-,0.6,81,1,H
39661,20230812:0700,1.9,1,1.4,1,-,-,1.5,76,1,H
39661,20230812:0800,2.1,1,1.2,1,-,-,1.5,75,1,H
39661,20230812:0900,3.5,1,1.3,1,-,-,2.2,76,1,H
39661,20230812:1000,6.6,1,3.5,1,-,-,5.1,72,1,H
39661,20230812:1100,8.2,1,6.5,1,-,-,7.5,60,1,H
39661,20230812:1200,9.4,1,7.9,1,-,-,8.6,54,1,H
39661,20230812:1300,10.1,1,9.2,1,-,-,9.5,52,1,H
39661,20230812:1400,10.2,1,9.0,1,-,-,9.3,53,1,H
39661,20230812:1500,11.2,1,9.7,1,-,-,10.5,53,1,H
39661,20230812:1600,10.6,1,10.1,1,-,-,10.3,56,1,H
39661,20230812:1700,10.1,1,9.4,1,-,-,9.6,62,1,H
39661,20230812:1800,9.6,1,7.8,1,-,-,8.5,68,1,H
39661,20230812:1900,7.8,1,6.4,1,-,-,6.9,74,1,H
39661,20230812:2000,6.4,1,5.8,1,-,-,6.1,78,1,H
39661,20230812:2100,5.9,1,4.7,1,-,-,5.4,80,1,H
39661,20230812:2200,4.7,1,3.8,1,-,-,4.5,82,1,H
39661,20230812:2300,3.9,1,1.2,1,-,-,2.8,82,1,H
39661,20230813:0000,1.6,1,0.7,1,-,-,1.1,87,1,H
39661,20230813:0100,1.4,1,-0.1,1,-,-,0.7,87,1,H
39661,20230813:0200,0.8,1,-0.1,1,-,-,0.3,88,1,H
39661,20230813:0300,1.8,1,0.0,1,-,-,0.6,85,1,H
39661,20230813:0400,3.4,1,1.4,1,-,-,2.4,80,1,H
39661,20230813:0500,3.5,1,0.8,1,-,-,1.8,79,1,H
39661,20230813:0600,3.2,1,0.7,1,-,-,1.4,82,1,H
39661,20230813:0700,4.4,1,0.8,1,-,-,2.9,79,1,H
39661,20230813:0800,4.3,1,2.6,1,-,-,3.6,75,1,H
39661,20230813:0900,6.3,1,4.2,1,-,-,5.1,72,1,H
39661,20230813:1000,10.9,1,6.3,1,-,-,8.2,70,1,H
39661,20230813:1100,14.7,1,10.9,1,-,-,13.4,54,1,H
39661,20230813:1200,15.8,1,14.7,1,-,-,15.2,45,1,H
39661,20230813:1300,16.3,1,15.2,1,-,-,15.5,43,1,H
39661,20230813:1400,16.6,1,14.7,1,-,-,15.6,42,1,H
39661,20230813:1500,14.9,1,13.8,1,-,-,14.4,43,1,H
39661,20230813:1600,13.8,1,13.1,1,-,-,13.4,48,1,H
39661,20230813:1700,15.1,1,13.1,1,-,-,14.0,43,1,H
39661,20230813:1800,13.7,1,12.5,1,-,-,13.0,48,1,H
39661,20230813:1900,12.6,1,11.4,1,-,-,11.9,50,1,H
39661,20230813:2000,12.6,1,11.0,1,-,-,11.8,50,1,H
39661,20230813:2100,11.0,1,10.1,1,-,-,10.5,56,1,H
39661,20230813:2200,10.6,1,9.1,1,-,-,9.5,59,1,H
39661,20230813:2300,9.2,1,7.6,1,-,-,8.1,64,1,H
39661,20230814:0000,9.5,1,7.9,1,-,-,8.6,64,1,H
39661,20230814:0100,8.9,1,7.0,1,-,-,8.0,65,1,H
39661,20230814:0200,8.6,1,6.4,1,-,-,7.5,69,1,H
39661,20230814:0300,6.3,1,5.8,1,-,-,6.0,86,1,H
39661,20230814:0400,6.1,1,3.8,1,-,-,4.8,89,1,H
39661,20230814:0500,4.7,1,3.8,1,-,-,4.4,89,1,H
39661,20230814:0600,4.9,1,3.8,1,-,-,4.2,88,1,H
39661,20230814:0700,6.0,1,4.9,1,-,-,5.5,89,1,H
39661,20230814:0800,6.1,1,5.6,1,-,-,5.8,88,1,H
39661,20230814:0900,7.0,1,5.4,1,-,-,5.9,88,1,H
39661,20230814:1000,9.3,1,7.0,1,-,-,8.3,82,1,H
39661,20230814:1100,10.8,1,9.3,1,-,-,9.9,72,1,H
39661,20230814:1200,11.3,1,10.4,1,-,-,10.8,54,1,H
39661,20230814:1300,11.9,1,11.3,1,-,-,11.6,45,1,H
39661,20230814:1400,12.5,1,11.7,1,-,-,12.1,40,1,H
39661,20230814:1500,12.8,1,12.4,1,-,-,12.6,34,1,H
39661,20230814:1600,12.7,1,10.7,1,-,-,11.8,38,1,H
39661,20230814:1700,10.8,1,9.0,1,-,-,9.7,47,1,H
39661,20230814:1800,9.0,1,8.2,1,-,-,8.5,50,1,H
39661,20230814:1900,8.3,1,8.0,1,-,-,8.1,50,1,H
39661,20230814:2000,8.0,1,7.1,1,-,-,7.5,52,1,H
39661,20230814:2100,7.7,1,7.0,1,-,-,7.4,52,1,H
39661,20230814:2200,7.6,1,6.6,1,-,-,7.0,50,1,H
39661,20230814:2300,7.0,1,6.2,1,-,-,6.5,52,1,H
39661,20230815:0000,7.5,1,7.0,1,-,-,7.2,51,1,H
39661,20230815:0100,7.9,1,7.1,1,-,-,7.4,50,1,H
39661,20230815:0200,7.9,1,7.2,1,-,-,7.5,51,1,H
39661,20230815:0300,8.1,1,7.5,1,-,-,7.7,50,1,H
39661,20230815:0400,8.6,1,8.0,1,-,-,8.2,51,1,H
39661,20230815:0500,8.2,1,7.4,1,-,-,7.8,55,1,H
39661,20230815:0600,8.0,1,5.4,1,-,-,7.3,57,1,H
39661,20230815:0700,5.4,1,3.1,1,-,-,4.1,68,1,H
39661,20230815:0800,5.6,1,3.3,1,-,-,4.6,65,1,H
39661,20230815:0900,8.3,1,4.2,1,-,-,5.8,61,1,H
39661,20230815:1000,10.6,1,8.3,1,-,-,9.6,48,1,H
39661,20230815:1100,10.8,1,8.7,1,-,-,9.8,52,1,H
,,,,,,,,,,,
UserName is = nickdavies,,,,,,,,,,,
Total number of rows output = 805,,,,,,,,,,,
Note: The latest 24 hours of hourly or ten minute data was embargoed for some datatypes and stations.,,,,,,,,,,,
Number of rows remaining in subscription = 171565,,,,,,,,,,,
Copyright NIWA 2023 Subject to NIWA's Terms and Conditions,,,,,,,,,,,
See: http://clifloecd1.niwa.co.nz/pls/niwp/doc/terms.html,,,,,,,,,,,
Comments to: cliflo@niwa.co.nz,,,,,,,,,,,
